category,reviews,size,installs,price,suitable_for,last_update,latest_ver,app_id,popularity
FINANCE,22808,Varies with device,"1,000,000+",0,Everyone,"August 3, 2018",Varies with device,7724,High
DATING,776,4.9M,"5,000+",0,Mature 17+,"July 14, 2018",8.2,4312,High
FAMILY,48929,45M,"5,000,000+",0,Everyone,"September 8, 2017",1.5.0,5991,Low
PERSONALIZATION,51,259k,"1,000+",0,Everyone,"October 4, 2013",1.0,3162,High
AUTO_AND_VEHICLES,994,2.9M,"100,000+",0,Everyone,"March 27, 2018",1.6,1546,High
TOOLS,32879,3.2M,"5,000,000+",0,Everyone,"August 4, 2018",5.19,8632,High
SPORTS,6106,Varies with device,"100,000+",0,Everyone,"August 1, 2018",Varies with device,5204,High
VIDEO_PLAYERS,238459,35M,"10,000,000+",0,Everyone,"June 6, 2018",3.1.4,4441,High
AUTO_AND_VEHICLES,9,8.4M,100+,0,Everyone,"March 23, 2018",2.2.0,1721,Low
SHOPPING,19212,6.9M,"500,000+",0,Everyone,"August 3, 2018",0.2.9.17,9431,High
LIFESTYLE,9,22M,100+,0,Everyone,"September 20, 2016",1.01,6400,High
VIDEO_PLAYERS,11,3.6M,"5,000+",0,Teen,"May 4, 2018",1.0.261,902,Low
TOOLS,15,1.2M,100+,$3.99,Everyone,"June 5, 2014",1.3.140606,1145,High
PRODUCTIVITY,480640,Varies with device,"100,000,000+",0,Everyone,"July 22, 2018",16.0.10325.20024,6190,High
TOOLS,52,3.0M,"5,000+",0,Everyone,"March 17, 2018",2.0,7508,High
SHOPPING,45362,Varies with device,"5,000,000+",0,Everyone,"July 20, 2018",Varies with device,7641,High
FAMILY,190,23M,"50,000+",0,Everyone,"July 23, 2018",3.0.0.2927,3569,Low
SHOPPING,2788923,Varies with device,"100,000,000+",0,Teen,"July 30, 2018",Varies with device,9421,High
HEALTH_AND_FITNESS,961,1.3M,"100,000+",0,Everyone,"February 27, 2018",1.5,7853,Low
VIDEO_PLAYERS,18699,4.1M,"1,000,000+",0,Everyone,"March 27, 2018",1.0,5039,High
GAME,5566908,97M,"100,000,000+",0,Everyone,"May 24, 2018",7.9.3,731,High
BUSINESS,5448,12M,"500,000+",0,Everyone,"July 25, 2018",4.9.1,6011,High
GAME,23005,Varies with device,"5,000,000+",0,Everyone,"July 25, 2018",3.5,1801,High
FAMILY,7,73M,10+,$0.99,Everyone,"July 6, 2017",1.2,2532,High
WEATHER,100994,54M,"5,000,000+",0,Everyone,"July 13, 2018",5.9.7,5955,Low
FAMILY,110877,Varies with device,"1,000,000+",0,Everyone 10+,"March 28, 2018",Varies with device,5123,High
SPORTS,459795,Varies with device,"50,000,000+",0,Everyone,"August 2, 2018",Varies with device,6507,High
TOOLS,43045,Varies with device,"1,000,000+",$2.99,Everyone,"June 25, 2018",Varies with device,8273,High
HEALTH_AND_FITNESS,2490,3.8M,"500,000+",0,Everyone 10+,"February 17, 2017",1.9,7,High
MEDICAL,11,12M,500+,0,Everyone,"July 12, 2018",1000000.6,3684,Low
GAME,4447346,67M,"100,000,000+",0,Everyone 10+,"July 31, 2018",2.347.225742,7302,High
FAMILY,379245,68M,"10,000,000+",0,Everyone,"June 26, 2018",1.28.01,7046,High
FAMILY,2952,37M,"500,000+",0,Everyone,"June 19, 2018",1.2.0,3966,High
FAMILY,939,38M,"10,000+",0,Everyone,"June 8, 2018",1.0.0.96,8733,High
MEDICAL,73118,37M,"1,000,000+",0,Everyone,"May 10, 2018",3.3,4564,High
GAME,1432447,59M,"50,000,000+",0,Everyone,"November 9, 2017",1.3.21,7394,High
BUSINESS,1383,51M,"100,000+",0,Everyone,"July 12, 2018",3.24.1,5390,Low
PERSONALIZATION,111634,13M,"5,000,000+",0,Everyone,"May 26, 2014",2.08,4759,High
GAME,27711703,76M,"1,000,000,000+",0,Everyone 10+,"July 12, 2018",1.90.0,8080,High
FAMILY,3484,56M,"1,000,000+",0,Everyone,"March 7, 2017",1.0.1,6903,High
GAME,112565,32M,"1,000,000+",0,Teen,"July 21, 2018",1.1.97,2699,High
FAMILY,923,Varies with device,"10,000+",$2.99,Everyone,"November 9, 2017",Varies with device,5004,High
GAME,1536349,Varies with device,"50,000,000+",0,Teen,"July 23, 2018",2.12.5,1744,High
GAME,7674252,Varies with device,"100,000,000+",0,Mature 17+,"August 2, 2018",Varies with device,7896,High
FAMILY,5,5.2M,"1,000+",0,Everyone,"December 2, 2017",4.0,1741,Low
NEWS_AND_MAGAZINES,66,12M,"10,000+",0,Everyone,"June 1, 2017",6.11,8382,Low
LIFESTYLE,48,12M,"5,000+",0,Everyone,"September 27, 2017",2.8.216.6-ba,1323,Low
FAMILY,10035,30M,"1,000,000+",0,Teen,"May 23, 2018",2.07,3284,Low
BUSINESS,10295,39M,"100,000+",$4.99,Everyone,"April 11, 2017",3.4.6,8489,High
FINANCE,3,8.4M,500+,0,Everyone,"February 22, 2016",4.4.1255,1914,Low
FAMILY,1327,44M,"10,000+",0,Everyone,"May 18, 2017",1.2.2,4076,High
ENTERTAINMENT,653008,16M,"10,000,000+",0,Everyone,"June 20, 2018",9.1.4,6344,High
PERSONALIZATION,8,6.2M,100+,$1.49,Everyone,"April 6, 2018",1.1,8434,High
NEWS_AND_MAGAZINES,3647,5.7M,"100,000+",0,Everyone,"February 25, 2017",4.1.1,5614,High
SHOPPING,109124,22M,"10,000,000+",0,Everyone,"August 2, 2018",3.11.1,5995,High
BEAUTY,9315,2.6M,"1,000,000+",0,Everyone,"November 21, 2017",1.4.2,6232,High
FINANCE,798,29M,"50,000+",0,Everyone,"January 3, 2018",1.0.46,1170,High
BUSINESS,25,2.4M,"1,000+",0,Everyone,"November 27, 2017",7.0,3612,High
GAME,55952,61M,"1,000,000+",0,Everyone 10+,"July 13, 2017",1.0.10,4364,High
ART_AND_DESIGN,167,5.6M,"50,000+",0,Everyone,"March 26, 2017",1.0,6879,High
GAME,2433,47M,"100,000+",0,Everyone,"June 15, 2018",1.6.4,851,Low
FAMILY,41,4.5M,"1,000+",0,Everyone,"June 21, 2018",1.1.2.1,7216,High
FINANCE,260547,Varies with device,"5,000,000+",0,Everyone,"July 31, 2018",Varies with device,6168,High
SHOPPING,24953,Varies with device,"1,000,000+",0,Everyone,"June 21, 2018",Varies with device,2712,High
FAMILY,6673,4.4M,"500,000+",0,Everyone,"September 23, 2016",1.0.7,2661,High
FAMILY,1311,14M,"10,000+",0,Everyone,"July 11, 2018",4.5.2,2647,High
VIDEO_PLAYERS,1551,2.9M,"1,000,000+",0,Everyone,"July 25, 2018",1.1,5051,High
GAME,8668,9.1M,"500,000+",0,Teen,"April 1, 2017",1.33,2188,High
TOOLS,24226,Varies with device,"1,000,000+",0,Everyone,"June 27, 2017",1.0.5,7973,High
BOOKS_AND_REFERENCE,123,6.5M,"1,000+",0,Everyone,"March 15, 2017",3.15317,1000,High
GAME,68057,85M,"10,000,000+",0,Everyone,"July 30, 2018",1.3.7,1432,High
GAME,38957,Varies with device,"1,000,000+",0,Everyone,"August 2, 2018",4.9.31,8314,High
FAMILY,127229,34M,"10,000,000+",0,Everyone,"September 7, 2017",1.1.14,7136,Low
MEDICAL,625,8.4M,"10,000+",$3.99,Everyone,"January 8, 2017",2.1,3650,High
FAMILY,407694,Varies with device,"5,000,000+",0,Teen,"July 19, 2018",2.7.1,4463,High
GAME,3883589,57M,"100,000,000+",0,Everyone,"July 26, 2018",2.21.1,729,High
PHOTOGRAPHY,18325,Varies with device,"1,000,000+",0,Everyone,"September 3, 2017",Varies with device,504,High
PHOTOGRAPHY,4865093,51M,"100,000,000+",0,Everyone,"August 6, 2018",9.3.1,2349,High
SOCIAL,66577313,Varies with device,"1,000,000,000+",0,Teen,"July 31, 2018",Varies with device,5399,High
TOOLS,112482,2.1M,"5,000,000+",0,Everyone,"July 10, 2018",1.0.5,788,High
NEWS_AND_MAGAZINES,7,3.4M,"1,000+",0,Everyone 10+,"May 18, 2018",1.0.11,2155,Low
TOOLS,843,8.5M,"100,000+",0,Everyone,"May 4, 2017",3.7.1,3125,Low
GAME,234606,59M,"10,000,000+",0,Everyone,"January 29, 2018",3.1,7519,High
FAMILY,309,25M,"100,000+",0,Everyone,"May 2, 2018",1.4,8276,High
BUSINESS,23175,41M,"1,000,000+",0,Everyone,"July 13, 2018",18.7,7246,High
GAME,326689,20M,"10,000,000+",0,Teen,"May 30, 2018",1.31,9293,High
VIDEO_PLAYERS,148715,3.3M,"10,000,000+",0,Everyone,"December 20, 2017",2.0,5391,High
FAMILY,70335,58M,"500,000+",0,Teen,"October 17, 2017",1.0.7,6060,High
NEWS_AND_MAGAZINES,41490,25M,"5,000,000+",0,Teen,"July 24, 2018",4.6.0,789,Low
MAPS_AND_NAVIGATION,67,53M,"5,000+",0,Everyone,"May 1, 2018",3.19.34,1331,Low
FAMILY,62301,72M,"5,000,000+",0,Teen,"August 1, 2018",1.60,9248,High
BEAUTY,364,6.4M,"100,000+",0,Everyone,"May 24, 2018",1.1,3295,High
PRODUCTIVITY,14089,8.4M,"500,000+",0,Everyone,"August 5, 2018",0.21.1,6406,High
COMMUNICATION,198,219k,"50,000+",0,Everyone,"February 21, 2017",3.2.1,854,Low
HEALTH_AND_FITNESS,570242,20M,"10,000,000+",0,Everyone,"August 2, 2018",5.0.2,6929,High
FAMILY,432,63M,"100,000+",0,Everyone 10+,"July 27, 2018",1.0.89,1388,High
SOCIAL,49580,4.0M,"10,000,000+",0,Everyone,"June 4, 2018",1.24,6157,High
TRAVEL_AND_LOCAL,3,2.4M,100+,0,Everyone,"November 28, 2016",1.1,1045,High
TOOLS,7,4.2M,"1,000+",0,Everyone,"January 23, 2018",1.278.0037,5065,High
TRAVEL_AND_LOCAL,6762,8.5M,"1,000,000+",0,Everyone,"July 14, 2015",8.0,591,High
TOOLS,271908,8.1M,"10,000,000+",0,Everyone,"August 2, 2018",3.3.0,5969,High
COMMUNICATION,34443,27M,"1,000,000+",0,Teen,"June 28, 2018",1.14.3,2559,High
TOOLS,29,23M,"1,000+",0,Everyone,"February 7, 2017",2.7,3766,High
ART_AND_DESIGN,175,8.2M,"50,000+",0,Everyone,"May 26, 2017",1.2,3380,High
PRODUCTIVITY,618798,Varies with device,"100,000,000+",0,Everyone,"July 11, 2018",16.0.10325.20043,6193,High
TRAVEL_AND_LOCAL,23,43M,"1,000+",0,Everyone,"June 18, 2018",3.0.7,3579,Low
FAMILY,7443,33M,"100,000+",0,Everyone,"September 29, 2016",1.0.11,5312,High
VIDEO_PLAYERS,381023,53M,"10,000,000+",0,Everyone,"July 26, 2018",2.7.8,545,Low
FAMILY,22,3.6M,"1,000+",0,Everyone,"November 7, 2017",2.0,5948,High
PHOTOGRAPHY,914917,Varies with device,"50,000,000+",0,Everyone,"July 22, 2018",5.0.508,516,High
ENTERTAINMENT,33387,20M,"1,000,000+",0,Teen,"July 16, 2018",3.1.4,5063,High
GAME,10354,50M,"1,000,000+",0,Mature 17+,"August 1, 2018",1.0.8,9294,High
SPORTS,652940,90M,"10,000,000+",0,Teen,"July 5, 2018",1.3.5,7909,High
GAME,1381624,54M,"10,000,000+",0,Teen,"March 14, 2017",3.1.1,2906,High
FAMILY,5894,67M,"1,000,000+",0,Everyone 10+,"July 11, 2018",1.0.2,9244,Low
FAMILY,1213,18M,"10,000+",$2.99,Everyone,"June 25, 2015",4.1.2,4587,Low
COMMUNICATION,258556,Varies with device,"10,000,000+",0,Everyone,"July 25, 2018",Varies with device,4753,High
FAMILY,470713,Varies with device,"50,000,000+",0,Everyone,"August 3, 2018",3.43.3,9228,High
TOOLS,7,3.9M,"1,000+",0,Everyone,"February 23, 2018",1.283.0037,5573,High
AUTO_AND_VEHICLES,805,5.6M,"50,000+",0,Everyone,"July 29, 2018",2.5.1,4811,High
DATING,5323,3.5M,"50,000+",0,Mature 17+,"April 21, 2018",8.2,6751,High
COMICS,12088,21M,"1,000,000+",0,Mature 17+,"July 6, 2018",2.3.1,9652,High
BUSINESS,91,8.9M,"5,000+",0,Everyone,"June 7, 2018",3.44.2,1082,Low
HEALTH_AND_FITNESS,19543,Varies with device,"100,000+",$2.99,Everyone,"January 19, 2018",Varies with device,7413,High
SOCIAL,67611,21M,"1,000,000+",0,Mature 17+,"April 23, 2018",263.16.29,8656,High
NEWS_AND_MAGAZINES,11667403,Varies with device,"500,000,000+",0,Mature 17+,"August 6, 2018",Varies with device,8645,High
FAMILY,11263,35M,"1,000,000+",0,Everyone,"May 3, 2018",2.1.0.2173,3300,High
SPORTS,43611,27M,"1,000,000+",0,Everyone,"June 27, 2018",3.17.0+3,1935,High
FAMILY,190,12M,"10,000+",0,Everyone,"March 22, 2017",2.2.0,1960,Low
BOOKS_AND_REFERENCE,9636,93k,"1,000,000+",0,Everyone,"September 22, 2011",2.4,7679,High
PRODUCTIVITY,15,3.1M,500+,0,Everyone,"July 21, 2018",12,3785,High
TOOLS,202,12M,"10,000+",0,Everyone,"June 16, 2017",1.0,3212,Low
SOCIAL,398,2.2M,"50,000+",0,Mature 17+,"December 3, 2014",1.0.1,7344,Low
SHOPPING,1370749,Varies with device,"50,000,000+",0,Teen,"August 3, 2018",Varies with device,4975,High
MEDICAL,253,4.2M,"50,000+",0,Everyone,"September 12, 2016",1.3.4,2663,Low
DATING,7888,15M,"500,000+",0,Mature 17+,"April 29, 2018",2.4.0,8621,High
FAMILY,213,26M,"50,000+",0,Everyone,"June 8, 2018",1.2.100,6873,High
BUSINESS,13,5.7M,"1,000+",0,Everyone,"October 6, 2017",1.2.0,6244,High
GAME,206602,13M,"5,000,000+",0,Mature 17+,"July 1, 2013",3.1.0,2128,High
SPORTS,1076243,13M,"100,000,000+",0,Everyone,"January 18, 2018",3.1,59,High
NEWS_AND_MAGAZINES,25,17M,"1,000+",0,Everyone,"June 21, 2018",4.7.4.18.0621,7667,High
TOOLS,27,5.0M,"5,000+",0,Everyone,"May 31, 2018",10.1.0,985,Low
TRAVEL_AND_LOCAL,77585,Varies with device,"10,000,000+",0,Everyone,"July 31, 2018",Varies with device,9174,High
BUSINESS,6,3.5M,500+,0,Everyone,"May 14, 2018",1.1.2,3126,High
COMMUNICATION,25,2.9M,"5,000+",0,Everyone,"June 3, 2018",0.3.7,2961,High
FAMILY,21979,38M,"1,000,000+",0,Everyone,"July 9, 2018",1.1.3,2418,High
EDUCATION,3168,19M,"1,000,000+",0,Everyone,"October 26, 2017",3.1,8336,High
NEWS_AND_MAGAZINES,198,9.1M,"10,000+",0,Everyone,"May 29, 2018",3.2.2,5930,High
EDUCATION,342918,8.1M,"10,000,000+",0,Everyone,"July 29, 2018",2.24,6091,High
PERSONALIZATION,37237,3.9M,"5,000,000+",0,Everyone,"April 4, 2014",3.5.6,4365,High
GAME,1500622,33M,"100,000,000+",0,Everyone,"April 9, 2018",1.0.6,5148,High
GAME,1375988,15M,"50,000,000+",0,Everyone,"June 7, 2018",2.72,2495,High
PERSONALIZATION,49,12M,"10,000+",0,Teen,"May 31, 2018",1.7,8029,High
LIFESTYLE,31,2.3M,"1,000+",0,Everyone,"April 21, 2018",2.1.0,1415,High
MEDICAL,34,3.2M,"1,000+",0,Everyone,"October 12, 2016",1.2016,1217,High
FAMILY,472,4.3M,"10,000+",0,Everyone,"July 6, 2018",2.4.1,1298,High
FAMILY,22,2.2M,100+,0,Mature 17+,"November 2, 2017",1.4,2843,High
TOOLS,127,5.8M,"10,000+",0,Everyone,"May 30, 2015",1.31,3026,High
EDUCATION,16195,5.2M,"1,000,000+",0,Everyone,"September 20, 2016",8.5.2,5221,High
COMMUNICATION,3,1.6M,100+,0,Everyone,"August 4, 2016","1,01",1308,High
GAME,6074627,100M,"100,000,000+",0,Teen,"July 25, 2018",6.0.0,5283,High
COMMUNICATION,17712922,40M,"500,000,000+",0,Teen,"August 2, 2018",12.8.5.1121,8673,High
FINANCE,19784,7.3M,"100,000+",$2.99,Everyone,"June 13, 2018",7.6,6379,High
PERSONALIZATION,169,24M,"10,000+",0,Everyone,"March 25, 2018",7,4730,High
SPORTS,55,63M,"1,000+",$4.49,Everyone,"August 3, 2018",2.0.38,9488,High
BUSINESS,44,30M,"10,000+",0,Everyone,"June 19, 2018",18.1.18164,3120,High
PRODUCTIVITY,11535,6.8M,"1,000,000+",0,Everyone,"December 7, 2017",1.42,3956,High
TOOLS,83,3.1M,500+,$3.99,Everyone,"June 1, 2018",2.0.0,1460,High
NEWS_AND_MAGAZINES,1071,9.7M,"500,000+",0,Everyone,"July 25, 2018",5.8.0,367,High
SPORTS,101455,6.2M,"5,000,000+",0,Everyone,"August 3, 2018",2.24.2.0,7153,High
TOOLS,17,7.4M,"5,000+",0,Everyone,"June 4, 2018",3_1,900,Low
PARENTING,1528,16M,"100,000+",0,Everyone,"July 24, 2018",8.1.2,5424,High
COMMUNICATION,22782,351k,"1,000,000+",0,Everyone,"March 25, 2015",4.2.0,8485,High
BOOKS_AND_REFERENCE,246315,Varies with device,"10,000,000+",0,Everyone,"July 17, 2015",Varies with device,2686,High
PRODUCTIVITY,48,7.3M,"1,000+",0,Everyone,"November 22, 2017",1.2.3,6382,High
TOOLS,33,Varies with device,"10,000+",0,Everyone,"July 23, 2018",Varies with device,9111,Low
MEDICAL,35,862k,"5,000+",$3.99,Everyone,"December 3, 2014",1.1,3649,High
SHOPPING,272,785k,"100,000+",0,Everyone,"November 11, 2012",1.1.6,4451,Low
TOOLS,19096,10M,"1,000,000+",0,Everyone,"July 5, 2018",2.0.2,4612,High
NEWS_AND_MAGAZINES,46,46M,"1,000+",0,Everyone,"May 1, 2017",1.0.1,7550,High
GAME,1655,91M,"100,000+",0,Everyone 10+,"February 28, 2018",1.6.2,7419,High
FAMILY,123136,80M,"5,000,000+",0,Mature 17+,"June 25, 2018",1.0,5183,High
PRODUCTIVITY,25370,Varies with device,"1,000,000+",0,Everyone,"August 6, 2018",Varies with device,8468,High
SPORTS,6,1.3M,100+,$3.02,Everyone,"December 27, 2017",2.0.5,6667,High
HEALTH_AND_FITNESS,3061,5.5M,"100,000+",0,Everyone,"August 27, 2016",2.3.4,2331,High
GAME,247,18M,"10,000+",0,Everyone,"September 16, 2016",1.53,7195,High
FAMILY,3106,3.6M,"10,000+",0,Everyone,"May 17, 2018",7,7747,High
FAMILY,1763,Varies with device,"10,000+",$1.49,Everyone,"June 25, 2018",3.9.9,8564,High
FAMILY,38,5.3M,500+,0,Everyone,"July 5, 2018",5.45.0_713,1301,High
FAMILY,22,8.6M,"1,000+",0,Teen,"June 27, 2018",3.8.0,4608,High
TOOLS,116,3.3M,"10,000+",0,Everyone,"December 18, 2016",2.6,4045,Low
COMMUNICATION,137144,32M,"10,000,000+",0,Everyone,"July 30, 2018",2.18.116,9041,High
HEALTH_AND_FITNESS,37224,Varies with device,"1,000,000+",0,Everyone,"June 13, 2018",Varies with device,466,High
FAMILY,162,6.2M,"10,000+",0,Everyone,"February 15, 2018",Y4W-GATE_CS-5.0.0,4742,High
HEALTH_AND_FITNESS,249855,Varies with device,"10,000,000+",0,Everyone,"July 24, 2018",Varies with device,4927,Low
PRODUCTIVITY,49794,6.5M,"1,000,000+",0,Everyone,"June 17, 2017",1.7.3,7921,High
PHOTOGRAPHY,307453,17M,"10,000,000+",0,Everyone,"October 26, 2017",1.7.16,6953,High
LIFESTYLE,377,6.1M,"100,000+",0,Everyone,"March 21, 2017",1.1.4,5660,Low
FAMILY,15,4.1M,"1,000+",0,Teen,"November 10, 2017",7.4,650,High
FAMILY,1450632,Varies with device,"10,000,000+",0,Teen,"August 3, 2018",Varies with device,106,High
AUTO_AND_VEHICLES,12,19M,"5,000+",0,Everyone,"May 29, 2018",1.27,6216,Low
PRODUCTIVITY,14428,1.2M,"1,000,000+",0,Everyone,"December 3, 2015",2.0.3,3721,High
GAME,32831,24M,"500,000+",0,Teen,"May 12, 2017",17.05.11,4702,High
FINANCE,135952,Varies with device,"5,000,000+",0,Everyone,"July 30, 2018",Varies with device,9193,High
FAMILY,51068,57M,"100,000+",$4.99,Teen,"June 21, 2018",1.574,3196,High
EDUCATION,702,7.6M,"10,000+",0,Everyone,"October 16, 2017",5.0,8568,High
BUSINESS,308,14M,"50,000+",0,Everyone,"May 29, 2018",3.1.4.0,8022,High
VIDEO_PLAYERS,167,2.0M,"1,000+",$0.99,Everyone,"June 21, 2018",3.3.2,6755,Low
PRODUCTIVITY,198051,Varies with device,"10,000,000+",0,Everyone,"July 30, 2018",Varies with device,5497,High
PERSONALIZATION,4,31M,50+,$0.99,Everyone,"April 27, 2018",1.1,254,High
PHOTOGRAPHY,348,1.5M,"10,000+",0,Everyone,"April 11, 2014",3.1.50,7163,High
FAMILY,1424,19M,"100,000+",0,Everyone,"June 7, 2018",2.2,3943,High
FAMILY,902,1.8M,"100,000+",0,Everyone,"September 28, 2017",1.0,3114,High
EDUCATION,656,556k,"10,000+",0,Everyone,"July 11, 2014",1.1,7064,High
GAME,164,17M,"10,000+",0,Everyone,"August 23, 2017",1.0,6274,High
FAMILY,51895,22M,"10,000,000+",0,Everyone,"June 16, 2018",18.1,5581,High
BOOKS_AND_REFERENCE,2539,8.6M,"500,000+",0,Everyone,"July 26, 2018",v1.1.6,6512,Low
BUSINESS,36,10M,"1,000+",0,Everyone,"March 26, 2018",1.0.2,2020,High
TOOLS,87,7.3M,"10,000+",0,Everyone,"November 9, 2015",1.0.612933,5082,High
FAMILY,31538,82M,"1,000,000+",0,Everyone 10+,"July 24, 2018",1.2703.273,6047,Low
TOOLS,19,317k,"1,000+",0,Everyone,"November 12, 2013",2.0.131112,209,High
BUSINESS,4518,26M,"1,000,000+",0,Everyone,"March 1, 2018",1.5,4331,High
COMMUNICATION,12,3.7M,100+,$1.49,Everyone,"May 22, 2018",3.0.4,34,High
TOOLS,12,2.5M,500+,0,Everyone,"June 2, 2017",1.0,2255,Low
LIBRARIES_AND_DEMO,130272,50M,"10,000,000+",0,Everyone,"March 14, 2016",1.8,2395,High
SPORTS,117,4.4M,"1,000+",$0.99,Everyone,"February 9, 2017",2.9,1451,High
FAMILY,237,26M,"100,000+",0,Everyone,"July 12, 2018",1.7.2,6299,Low
FAMILY,2,9.4M,500+,0,Everyone,"October 12, 2017",1.2.2,3588,Low
COMMUNICATION,42925,2.8M,"1,000,000+",0,Everyone,"August 27, 2017",6.1,6618,High
COMMUNICATION,781810,Varies with device,"100,000,000+",0,Everyone,"August 1, 2018",Varies with device,715,High
TOOLS,789,Varies with device,"50,000+",0,Everyone,"August 5, 2014",Varies with device,3813,High
SPORTS,63782,24M,"5,000,000+",0,Everyone,"August 7, 2018",1.1.5,7139,High
GAME,295305,3.9M,"10,000,000+",0,Everyone,"June 6, 2018",1.1.3,9126,High
SPORTS,2019,41M,"100,000+",0,Everyone,"July 20, 2018",1.13.0,6,High
TOOLS,77302,Varies with device,"5,000,000+",0,Everyone,"January 9, 2018",Varies with device,6241,High
TOOLS,533,1.4M,"100,000+",0,Everyone,"July 22, 2017",1.4.13,3812,High
FAMILY,337,22M,"10,000+",0,Everyone,"May 11, 2018",3.6,2187,Low
PRODUCTIVITY,564759,Varies with device,"10,000,000+",0,Everyone,"July 27, 2018",Varies with device,6251,High
FAMILY,1111915,50M,"100,000,000+",0,Everyone,"April 30, 2018",2.2.1.3,8511,High
GAME,151,100M,"10,000+",0,Everyone,"May 20, 2018",1.03,2380,Low
GAME,7972,88M,"500,000+",0,Teen,"August 12, 2017",56,7769,Low
MEDICAL,168,25M,"10,000+",$24.99,Everyone,"August 11, 2017",7.1.17,6363,High
FINANCE,7215,18M,"1,000,000+",0,Everyone,"July 23, 2018",2.7.4,9278,High
FAMILY,5195,64M,"100,000+",0,Mature 17+,"April 18, 2018",1.3,9614,High
PRODUCTIVITY,195,Varies with device,"10,000+",0,Everyone,"February 6, 2018",Varies with device,2884,High
TOOLS,14,28M,"1,000+",0,Everyone,"September 7, 2017",1.0.5,2886,Low
SPORTS,521138,Varies with device,"10,000,000+",0,Everyone 10+,"July 19, 2018",Varies with device,3730,High
ART_AND_DESIGN,121,3.1M,"10,000+",0,Everyone,"July 3, 2018",2.8,5591,High
GAME,8119154,62M,"500,000,000+",0,Everyone,"July 5, 2018",1.49.1,8304,High
GAME,721,18M,"50,000+",0,Teen,"December 31, 2015",1.3.2,214,High
BUSINESS,296,14M,"50,000+",0,Everyone,"June 15, 2018",3.2.1,9277,High
PRODUCTIVITY,315,14M,"10,000+",0,Everyone,"January 22, 2018",SolarCT 1.9 v,7918,High
FAMILY,17,4.6M,"5,000+",0,Everyone,"May 5, 2018",1.0,1717,Low
PRODUCTIVITY,480643,Varies with device,"100,000,000+",0,Everyone,"July 22, 2018",16.0.10325.20024,6190,High
PHOTOGRAPHY,617,12M,"10,000+",$1.99,Everyone,"November 22, 2016",1.5.10.NA,5814,High
GAME,1497361,33M,"100,000,000+",0,Everyone,"April 9, 2018",1.0.6,5148,High
ENTERTAINMENT,801,57M,"100,000+",0,Teen,"March 21, 2018",4.003.1,8589,Low
PHOTOGRAPHY,33439,3.9M,"5,000,000+",0,Everyone,"July 18, 2016",3.2,6999,High
FAMILY,321,914k,"100,000+",0,Everyone,"February 14, 2015",1.0,2543,High
GAME,20691,89M,"1,000,000+",0,Everyone,"July 31, 2018",5.7.1,2414,High
GAME,1976,21M,"100,000+",0,Teen,"March 3, 2018",1.6,4493,Low
MAPS_AND_NAVIGATION,78,3.0M,"10,000+",0,Everyone,"April 12, 2017",1.0.2,2815,Low
BUSINESS,11310,Varies with device,"1,000,000+",0,Everyone,"July 19, 2018",Varies with device,7452,High
FAMILY,3,2.2M,500+,0,Teen,"July 22, 2018",1.1.1,2436,High
GAME,47698,4.1M,"5,000,000+",0,Everyone,"April 12, 2016",1.0.21,75,High
COMICS,5,4.1M,100+,0,Everyone,"November 10, 2017",1.0,217,Low
FAMILY,22,31M,"1,000+",0,Everyone,"August 3, 2018",1.0.9,1727,High
DATING,953,19M,"100,000+",0,Mature 17+,"July 18, 2018",6.3.7,5512,Low
GAME,6026,39M,"100,000+",0,Teen,"July 7, 2018",1.04,802,High
PHOTOGRAPHY,10859051,Varies with device,"1,000,000,000+",0,Everyone,"August 6, 2018",Varies with device,4937,High
TOOLS,162335,4.9M,"10,000,000+",0,Everyone,"July 6, 2018",8.10.1,4504,High
LIFESTYLE,581,26M,"100,000+",0,Everyone,"March 4, 2018",2.4.3,2598,Low
FAMILY,906,196k,"100,000+",0,Everyone,"February 5, 2014",1.7.3,8666,Low
EDUCATION,748,51M,"1,000,000+",0,Everyone,"January 19, 2017",1.0.9,6297,High
TOOLS,54,20M,"5,000+",0,Everyone,"June 7, 2018",1.1.2,2948,Low
FAMILY,52,32M,"10,000+",0,Everyone 10+,"February 26, 2018",1.0,7980,Low
TRAVEL_AND_LOCAL,39,12M,"10,000+",0,Everyone,"October 8, 2016",1.2,9048,Low
HEALTH_AND_FITNESS,217,9.4M,"50,000+",0,Teen,"August 23, 2017",4.6.2,6106,Low
BUSINESS,740,19M,"50,000+",0,Everyone,"August 4, 2018",1.1.2,7460,High
GAME,16282,35M,"1,000,000+",0,Teen,"October 9, 2017",1.1.4,1665,Low
BUSINESS,60,1.8M,"10,000+",0,Everyone,"June 1, 2018",1.5.1,3745,Low
PHOTOGRAPHY,4410,4.5M,"1,000,000+",0,Everyone,"June 27, 2018",4.1,3048,High
PRODUCTIVITY,13500,Varies with device,"10,000,000+",0,Everyone,"December 11, 2017",Varies with device,5075,High
FINANCE,188,3.3M,"10,000+",0,Everyone,"July 28, 2018",2.5,2454,High
NEWS_AND_MAGAZINES,877635,13M,"1,000,000,000+",0,Teen,"August 1, 2018",5.2.0,4933,Low
PRODUCTIVITY,626,1.2M,"100,000+",0,Everyone,"June 23, 2015",1.1,3817,Low
TOOLS,3491,7.3M,"1,000,000+",0,Everyone,"July 31, 2018",Cow V3.15,7432,Low
